3, 01:33, 0.10
3, 02:00, 0.10
3, 03:00, 0.44
3, 04:00, 0.78
3, 05:00, 1.12
3, 06:00, 1.46
3, 06:42, 1.70
3, 07:00, 1.70
3, 08:00, 1.54
3, 09:00, 1.38
3, 10:00, 1.22
3, 11:00, 1.06
3, 12:00, 0.91
3, 13:00, 0.75
3, 14:00, 0.59
3, 14:33, 0.50
3, 15:00, 0.50
3, 16:00, 0.78
3, 17:00, 1.05
3, 18:00, 1.33
3, 18:37, 1.50
3, 19:00, 1.50
3, 20:00, 1.03
3, 21:00, 0.56
4, 22:00, 0.09
4, 05:29, 1.42
4, 06:00, 1.42
4, 07:00, 1.32
4, 08:00, 1.22
4, 09:00, 1.12
4, 10:00, 1.03
4, 10:34, 0.97
4, 11:00, 0.97
4, 12:00, 1.08
4, 13:00, 1.19
4, 14:00, 1.30
4, 15:00, 1.41
4, 15:58, 1.52
4, 16:00, 1.52
4, 17:00, 1.32
4, 18:00, 1.12
4, 19:00, 0.92
4, 20:00, 0.72
4, 21:00, 0.52
4, 22:00, 0.32
4, 22:58, 0.13
4, 06:05, 1.51
4, 07:00, 1.51
4, 08:00, 1.35
4, 09:00, 1.19
4, 10:00, 1.03
4, 11:00, 0.87
4, 11:43, 0.76
4, 12:00, 0.76
4, 13:00, 0.90
4, 14:00, 1.04
4, 15:00, 1.18
4, 16:00, 1.31
4, 17:00, 1.45
4, 17:20, 1.50
4, 18:00, 1.50
4, 19:00, 1.28
4, 20:00, 1.05
4, 21:00, 0.83
4, 22:00, 0.61
4, 23:00, 0.39
4, 23:50, 0.20
4, 06:38, 1.63
4, 07:00, 1.63
4, 08:00, 1.43
4, 09:00, 1.23
4, 10:00, 1.03
4, 11:00, 0.83
4, 12:00, 0.63
4, 12:40, 0.50
4, 13:00, 0.50
4, 14:00, 0.68
4, 15:00, 0.86
4, 16:00, 1.03
4, 17:00, 1.21
4, 18:00, 1.39
4, 18:37, 1.50
4, 19:00, 1.50
4, 20:00, 1.18
4, 21:00, 0.86
4, 22:00, 0.54
4, 23:00, 0.22
5, 23:41, 0.00
5, 05:31, 1.50
5, 06:00, 1.50
5, 07:00, 1.42
5, 08:00, 1.35
5, 09:00, 1.27
5, 10:00, 1.19
5, 11:00, 1.12
5, 12:00, 1.04
5, 12:33, 1.00
5, 13:00, 1.00
5, 14:00, 1.17
5, 15:00, 1.34
5, 15:59, 1.50
5, 00:39, 0.00
5, 01:00, 0.00
5, 02:00, 0.31
5, 03:00, 0.62
5, 04:00, 0.94
5, 05:00, 1.25
5, 06:00, 1.56
5, 06:08, 1.60
5, 07:00, 1.60
5, 08:00, 1.46
5, 09:00, 1.33
5, 10:00, 1.19
5, 11:00, 1.06
5, 12:00, 0.92
5, 13:00, 0.79
5, 13:38, 0.70
5, 14:00, 0.70
5, 15:00, 0.94
5, 16:00, 1.18
5, 17:00, 1.42
5, 17:20, 1.50
5, 01:33, 0.10
5, 02:00, 0.10
5, 03:00, 0.44
5, 04:00, 0.78
5, 05:00, 1.12
5, 06:00, 1.46
5, 06:42, 1.70
5, 07:00, 1.70
5, 08:00, 1.54
5, 09:00, 1.38
5, 10:00, 1.22
5, 11:00, 1.06
5, 12:00, 0.91
5, 13:00, 0.75
5, 14:00, 0.59
5, 14:33, 0.50
5, 15:00, 0.50
5, 16:00, 0.78
5, 17:00, 1.05
5, 18:00, 1.33
5, 18:37, 1.50
